timestamp,open,high,low,close,volume,symbol
2024-06-03 09:33,9553.23,9559.0,9549.77,9553.65,343,7203.T
2024-06-03 09:34,9552.82,9563.35,9537.94,9554.49,822,7203.T
2024-06-03 09:35,9551.68,9565.32,9551.68,9556.34,1147,7203.T
2024-06-03 09:36,9567.84,9577.8,9567.84,9570.55,717,7203.T
2024-06-03 09:37,9568.53,9583.35,9557.1,9573.13,704,7203.T
2024-06-03 09:38,9573.32,9590.16,9572.11,9574.66,894,7203.T
2024-06-03 09:39,9559.88,9570.37,9552.97,9560.84,909,7203.T
2024-06-03 09:40,9549.23,9553.49,9530.45,9549.04,1039,7203.T
2024-06-03 09:41,9559.24,9559.24,9548.09,9557.26,652,7203.T
2024-06-03 09:42,9561.35,9579.47,9556.81,9564.95,1047,7203.T
2024-06-03 09:43,9580.91,9580.91,9541.35,9578.18,1076,7203.T
2024-06-03 09:44,9580.14,9591.81,9579.81,9585.7,636,7203.T
2024-06-03 09:45,9574.36,9582.17,9572.57,9575.88,608,7203.T
2024-06-03 09:46,9586.14,9597.78,9572.62,9591.91,512,7203.T
2024-06-03 09:47,9556.06,9574.41,9541.93,9558.61,955,7203.T
2024-06-03 09:48,9548.56,9555.69,9543.16,9549.49,973,7203.T
2024-06-03 09:49,9525.41,9527.79,9509.47,9525.8,734,7203.T
2024-06-03 09:50,9542.38,9543.58,9527.69,9542.98,1091,7203.T
2024-06-03 09:51,9546.61,9568.18,9546.61,9551.8,342,7203.T
2024-06-03 09:52,9568.14,9572.84,9567.53,9571.11,303,7203.T
2024-06-03 09:53,9550.35,9565.45,9540.04,9554.18,429,7203.T
2024-06-03 09:54,9548.4,9549.33,9543.24,9548.53,880,7203.T
2024-06-03 09:55,9541.12,9558.03,9539.41,9545.17,689,7203.T
2024-06-03 09:56,9532.47,9533.62,9517.39,9531.72,738,7203.T
2024-06-03 09:57,9520.72,9554.72,9510.48,9529.1,598,7203.T
2024-06-03 09:58,9522.94,9541.0,9522.94,9526.29,1046,7203.T
2024-06-03 09:59,9520.29,9530.8,9517.3,9525.97,899,7203.T
2024-06-03 10:00,9558.25,9568.08,9547.55,9551.65,980,7203.T
2024-06-03 10:01,9534.34,9544.38,9534.34,9540.9,428,7203.T
2024-06-03 10:02,9527.74,9540.04,9527.74,9530.24,1149,7203.T
2024-06-03 10:03,9534.02,9537.42,9534.02,9534.81,223,7203.T
2024-06-03 10:04,9528.82,9541.18,9520.76,9531.52,672,7203.T
2024-06-03 10:05,9514.75,9519.85,9507.94,9517.03,1124,7203.T
2024-06-03 10:06,9513.2,9515.83,9500.95,9514.66,785,7203.T
2024-06-03 10:07,9526.35,9529.47,9519.31,9520.17,1035,7203.T
2024-06-03 10:08,9527.89,9530.5,9522.79,9525.21,902,7203.T
2024-06-03 10:09,9541.88,9561.92,9534.91,9547.18,855,7203.T
2024-06-03 10:10,9547.99,9561.71,9541.68,9547.83,1039,7203.T
2024-06-03 10:11,9559.06,9571.12,9540.76,9560.36,560,7203.T
2024-06-03 10:12,9555.77,9567.25,9555.77,9564.31,474,7203.T
2024-06-03 10:13,9565.33,9583.05,9542.93,9562.23,1099,7203.T
2024-06-03 10:14,9548.63,9559.75,9540.29,9552.97,1060,7203.T
2024-06-03 10:15,9554.85,9557.02,9545.52,9556.82,556,7203.T
2024-06-03 10:16,9550.2,9565.5,9549.65,9556.55,741,7203.T
2024-06-03 10:17,9517.89,9542.53,9508.53,9522.56,338,7203.T
2024-06-03 10:18,9523.48,9532.88,9516.05,9531.82,259,7203.T
2024-06-03 10:19,9539.17,9556.75,9539.17,9545.24,840,7203.T
2024-06-03 10:20,9549.51,9558.86,9543.31,9553.54,265,7203.T
2024-06-03 10:21,9549.28,9559.33,9538.82,9554.08,956,7203.T
2024-06-03 10:22,9580.06,9580.06,9569.39,9578.12,1191,7203.T
2024-06-03 10:23,9577.15,9577.15,9571.06,9571.85,957,7203.T
2024-06-03 10:24,9581.65,9587.65,9581.65,9587.37,933,7203.T
2024-06-03 10:25,9588.38,9595.95,9573.65,9585.87,913,7203.T
2024-06-03 10:26,9582.28,9586.94,9582.28,9586.53,1073,7203.T
2024-06-03 10:27,9599.94,9605.7,9595.38,9599.92,890,7203.T
2024-06-03 10:28,9586.41,9607.56,9586.41,9593.41,1032,7203.T
2024-06-03 10:29,9615.66,9619.68,9608.94,9616.47,747,7203.T
2024-06-03 10:30,9609.73,9610.76,9582.75,9606.23,460,7203.T
2024-06-03 10:31,9600.4,9602.19,9595.52,9601.89,470,7203.T
2024-06-03 10:32,9616.54,9628.27,9616.54,9623.69,1127,7203.T
2024-06-03 10:33,9610.35,9619.15,9610.35,9617.52,469,7203.T
2024-06-03 10:34,9624.61,9648.76,9613.19,9632.39,1126,7203.T
2024-06-03 10:35,9653.24,9657.35,9630.29,9645.88,750,7203.T
2024-06-03 10:36,9623.95,9635.68,9617.85,9627.45,356,7203.T
2024-06-03 10:37,9632.63,9641.91,9618.08,9635.48,1192,7203.T
2024-06-03 10:38,9626.0,9640.39,9623.76,9636.8,656,7203.T
2024-06-03 10:39,9640.28,9650.78,9629.79,9647.0,706,7203.T
2024-06-03 10:40,9617.94,9633.53,9613.79,9623.29,1016,7203.T
2024-06-03 10:41,9601.97,9606.8,9597.43,9602.66,512,7203.T
2024-06-03 10:42,9601.28,9618.34,9596.25,9604.78,374,7203.T
2024-06-03 10:43,9604.41,9627.33,9603.42,9608.33,637,7203.T
2024-06-03 10:44,9601.44,9614.95,9579.87,9600.72,618,7203.T
2024-06-03 10:45,9607.89,9619.01,9607.89,9618.32,1003,7203.T
2024-06-03 10:46,9599.84,9604.78,9590.96,9603.53,619,7203.T
2024-06-03 10:47,9628.45,9638.67,9620.58,9627.35,779,7203.T
2024-06-03 10:48,9636.12,9650.12,9636.12,9638.27,717,7203.T
2024-06-03 10:49,9646.38,9660.0,9646.38,9652.78,389,7203.T
2024-06-03 10:50,9669.18,9682.91,9655.77,9672.24,1148,7203.T
2024-06-03 10:51,9655.98,9670.07,9639.27,9657.34,358,7203.T
2024-06-03 10:52,9666.12,9666.38,9659.37,9664.67,685,7203.T
2024-06-03 10:53,9655.88,9672.13,9648.57,9653.3,1071,7203.T
2024-06-03 10:54,9627.21,9641.85,9619.9,9628.28,273,7203.T
2024-06-03 10:55,9634.83,9649.14,9634.83,9643.36,887,7203.T
2024-06-03 10:56,9653.77,9654.22,9641.81,9647.88,856,7203.T
2024-06-03 10:57,9645.97,9662.76,9645.97,9653.27,443,7203.T
2024-06-03 10:58,9644.38,9649.69,9640.19,9642.45,985,7203.T
2024-06-03 10:59,9638.74,9646.91,9628.3,9637.94,812,7203.T
2024-06-03 11:00,9639.65,9658.88,9639.65,9651.88,626,7203.T
2024-06-03 11:01,9655.35,9665.96,9654.32,9662.24,468,7203.T
2024-06-03 11:02,9677.18,9699.15,9671.61,9684.37,343,7203.T
2024-06-03 11:03,9689.83,9695.87,9674.68,9690.88,897,7203.T
2024-06-03 11:04,9683.72,9692.34,9675.62,9679.01,1062,7203.T
2024-06-03 11:05,9667.89,9669.69,9657.24,9663.32,690,7203.T
2024-06-03 11:06,9646.09,9662.88,9646.09,9659.71,496,7203.T
2024-06-03 11:07,9627.42,9641.8,9627.34,9634.62,1065,7203.T
2024-06-03 11:08,9624.98,9634.96,9618.42,9633.94,308,7203.T
2024-06-03 11:09,9623.62,9646.78,9623.62,9631.66,904,7203.T
2024-06-03 11:10,9625.12,9636.96,9620.71,9629.73,437,7203.T
2024-06-03 11:11,9626.54,9634.29,9619.6,9623.22,1121,7203.T
2024-06-03 11:12,9620.63,9630.62,9614.38,9623.62,957,7203.T
2024-06-03 11:13,9610.6,9619.98,9601.74,9608.1,948,7203.T
2024-06-03 11:14,9580.96,9588.3,9570.83,9581.67,928,7203.T
2024-06-03 11:15,9585.01,9601.88,9581.69,9583.39,572,7203.T
2024-06-03 11:16,9564.99,9573.7,9560.75,9561.53,497,7203.T
2024-06-03 11:17,9552.36,9570.01,9552.36,9558.43,980,7203.T
2024-06-03 11:18,9534.33,9536.44,9525.87,9533.96,715,7203.T
2024-06-03 11:19,9523.2,9548.38,9523.2,9531.35,322,7203.T
2024-06-03 11:20,9538.87,9538.99,9537.41,9538.46,945,7203.T
2024-06-03 11:21,9524.03,9531.54,9510.84,9527.29,934,7203.T
2024-06-03 11:22,9544.09,9549.99,9542.68,9548.47,232,7203.T
2024-06-03 11:23,9532.5,9535.26,9532.5,9533.88,272,7203.T
2024-06-03 11:24,9532.82,9556.98,9526.07,9534.17,723,7203.T
2024-06-03 11:25,9552.58,9565.34,9543.82,9554.16,796,7203.T
2024-06-03 11:26,9564.16,9565.65,9555.19,9561.05,646,7203.T
2024-06-03 11:27,9543.37,9544.28,9533.29,9540.6,681,7203.T
2024-06-03 11:28,9547.34,9553.93,9547.34,9552.13,802,7203.T
2024-06-03 11:29,9524.94,9540.11,9524.94,9537.72,432,7203.T
2024-06-03 11:30,9529.22,9531.0,9518.79,9530.05,785,7203.T
2024-06-03 11:31,9531.19,9537.81,9526.56,9531.81,518,7203.T
2024-06-03 11:32,9550.83,9552.06,9542.64,9544.89,292,7203.T
2024-06-03 11:33,9524.15,9544.64,9523.83,9532.37,897,7203.T
2024-06-03 11:34,9536.14,9536.85,9526.18,9536.5,372,7203.T
2024-06-03 11:35,9559.99,9564.29,9550.86,9561.26,534,7203.T
2024-06-03 11:36,9533.88,9541.74,9524.62,9538.46,699,7203.T
2024-06-03 11:37,9526.17,9536.94,9515.17,9530.33,725,7203.T
2024-06-03 11:38,9505.24,9522.2,9495.67,9512.08,838,7203.T
2024-06-03 11:39,9508.52,9522.28,9491.32,9512.82,809,7203.T
2024-06-03 11:40,9500.64,9515.72,9500.64,9510.92,810,7203.T
2024-06-03 11:41,9535.24,9545.81,9529.95,9536.47,1158,7203.T
2024-06-03 11:42,9528.8,9562.61,9519.35,9528.1,313,7203.T
2024-06-03 11:43,9512.97,9520.89,9509.56,9513.53,384,7203.T
2024-06-03 11:44,9510.68,9520.3,9502.25,9503.05,1053,7203.T
2024-06-03 11:45,9503.42,9507.45,9492.83,9504.08,338,7203.T
2024-06-03 11:46,9516.51,9524.15,9500.39,9520.06,893,7203.T
2024-06-03 11:47,9531.74,9533.66,9516.91,9532.39,857,7203.T
2024-06-03 11:48,9528.74,9540.31,9527.93,9534.02,782,7203.T
2024-06-03 11:49,9537.58,9554.26,9530.37,9543.33,249,7203.T
2024-06-03 11:50,9564.87,9568.5,9558.67,9564.74,784,7203.T
2024-06-03 11:51,9586.91,9587.64,9572.77,9581.14,336,7203.T
2024-06-03 11:52,9567.67,9581.24,9563.73,9574.46,953,7203.T
2024-06-03 11:53,9569.12,9587.77,9566.22,9569.0,703,7203.T
2024-06-03 11:54,9574.64,9587.19,9561.81,9570.53,740,7203.T
2024-06-03 11:55,9571.86,9572.18,9551.96,9571.11,1094,7203.T
2024-06-03 11:56,9538.4,9557.11,9531.0,9541.17,509,7203.T
2024-06-03 11:57,9532.16,9548.03,9532.16,9537.57,1106,7203.T
2024-06-03 11:58,9551.75,9563.97,9549.24,9549.63,776,7203.T
2024-06-03 11:59,9513.79,9544.6,9502.83,9524.97,464,7203.T
2024-06-03 12:00,9512.09,9518.72,9509.62,9515.74,982,7203.T
2024-06-03 12:01,9489.64,9492.24,9470.34,9483.36,1031,7203.T
2024-06-03 12:02,9500.14,9518.51,9499.13,9502.48,734,7203.T
2024-06-03 12:03,9519.09,9520.64,9497.54,9516.59,322,7203.T
2024-06-03 12:04,9494.06,9504.93,9494.06,9500.76,890,7203.T
2024-06-03 12:05,9501.75,9512.48,9500.39,9507.41,858,7203.T
2024-06-03 12:06,9491.33,9506.31,9484.75,9500.41,1099,7203.T
2024-06-03 12:07,9455.61,9465.58,9455.61,9464.34,719,7203.T
2024-06-03 12:08,9468.09,9471.97,9451.34,9467.94,1163,7203.T
2024-06-03 12:09,9470.15,9477.81,9440.64,9466.17,998,7203.T
2024-06-03 12:10,9446.34,9453.63,9439.83,9446.44,1145,7203.T
2024-06-03 12:11,9459.39,9467.41,9447.17,9460.37,661,7203.T
2024-06-03 12:12,9467.09,9486.5,9464.34,9472.5,394,7203.T
2024-06-03 12:13,9484.67,9498.82,9478.8,9482.69,729,7203.T
2024-06-03 12:14,9489.07,9493.87,9489.07,9490.65,481,7203.T
2024-06-03 12:15,9473.59,9485.34,9473.59,9475.2,779,7203.T
2024-06-03 12:16,9487.22,9498.32,9484.18,9484.9,874,7203.T
2024-06-03 12:17,9506.87,9510.88,9506.87,9508.27,613,7203.T
2024-06-03 12:18,9513.76,9515.87,9513.18,9513.4,522,7203.T
2024-06-03 12:19,9523.64,9532.28,9508.75,9526.89,501,7203.T
2024-06-03 12:20,9544.38,9564.79,9544.38,9558.17,1152,7203.T
2024-06-03 12:21,9540.5,9545.4,9533.35,9544.89,1038,7203.T
2024-06-03 12:22,9549.42,9570.17,9542.27,9549.07,476,7203.T
2024-06-03 12:23,9529.86,9545.75,9529.86,9539.14,863,7203.T
2024-06-03 12:24,9556.96,9570.17,9537.08,9557.49,254,7203.T
2024-06-03 12:25,9536.03,9537.45,9524.72,9536.49,985,7203.T
2024-06-03 12:26,9517.53,9537.08,9517.53,9528.45,594,7203.T
2024-06-03 12:27,9490.91,9498.22,9487.28,9496.17,1064,7203.T
2024-06-03 12:28,9540.28,9540.28,9533.47,9534.34,1043,7203.T
2024-06-03 12:29,9570.78,9584.88,9544.56,9564.49,1100,7203.T
2024-06-03 12:30,9557.63,9560.82,9547.47,9555.02,790,7203.T
2024-06-03 12:31,9535.91,9554.9,9521.51,9537.83,685,7203.T
2024-06-03 12:32,9523.2,9537.6,9516.33,9521.4,873,7203.T
2024-06-03 12:33,9527.53,9533.16,9523.04,9528.95,1125,7203.T
2024-06-03 12:34,9536.12,9545.51,9536.12,9542.46,870,7203.T
2024-06-03 12:35,9559.99,9569.34,9555.32,9558.21,363,7203.T
2024-06-03 12:36,9560.57,9569.43,9553.01,9563.02,460,7203.T
2024-06-03 12:37,9569.51,9572.78,9563.51,9570.06,980,7203.T
2024-06-03 12:38,9558.53,9568.92,9558.44,9564.53,1126,7203.T
2024-06-03 12:39,9557.19,9567.03,9556.23,9559.28,1194,7203.T
2024-06-03 12:40,9557.88,9574.39,9548.06,9555.7,461,7203.T
2024-06-03 12:41,9553.42,9563.4,9553.42,9560.77,880,7203.T
2024-06-03 12:42,9551.46,9564.27,9544.46,9551.81,1088,7203.T
2024-06-03 12:43,9559.17,9559.17,9546.96,9555.59,241,7203.T
2024-06-03 12:44,9566.52,9577.61,9548.62,9569.44,430,7203.T
2024-06-03 12:45,9594.42,9605.83,9586.57,9593.92,1110,7203.T
2024-06-03 12:46,9589.47,9618.11,9588.96,9597.51,503,7203.T
2024-06-03 12:47,9603.68,9605.7,9593.44,9603.69,398,7203.T
2024-06-03 12:48,9628.85,9645.12,9616.97,9628.25,1027,7203.T
2024-06-03 12:49,9628.91,9643.49,9622.98,9630.06,979,7203.T
2024-06-03 12:50,9623.61,9631.98,9609.71,9624.18,590,7203.T
2024-06-03 12:51,9614.92,9623.0,9602.49,9617.57,264,7203.T
2024-06-03 12:52,9608.06,9626.53,9608.06,9613.55,878,7203.T
2024-06-03 12:53,9617.8,9624.71,9616.7,9619.63,922,7203.T
2024-06-03 12:54,9640.15,9653.72,9627.7,9639.34,549,7203.T
2024-06-03 12:55,9639.35,9639.46,9631.83,9635.69,781,7203.T
2024-06-03 12:56,9628.41,9635.38,9628.41,9632.9,737,7203.T
2024-06-03 12:57,9617.62,9631.46,9617.62,9628.12,886,7203.T
2024-06-03 12:58,9637.08,9644.78,9631.04,9642.93,1129,7203.T
2024-06-03 12:59,9644.47,9659.21,9642.76,9645.59,317,7203.T
2024-06-03 13:00,9649.58,9653.98,9636.12,9641.25,923,7203.T
2024-06-03 13:01,9643.03,9651.39,9639.44,9647.11,318,7203.T
2024-06-03 13:02,9646.08,9649.97,9639.5,9647.37,1199,7203.T
2024-06-03 13:03,9635.77,9638.22,9623.77,9635.37,901,7203.T
2024-06-03 13:04,9648.1,9653.72,9643.0,9651.23,514,7203.T
2024-06-03 13:05,9636.58,9641.42,9636.58,9640.4,892,7203.T
2024-06-03 13:06,9613.55,9619.14,9610.77,9611.49,337,7203.T
2024-06-03 13:07,9603.63,9619.36,9602.21,9613.85,1005,7203.T
2024-06-03 13:08,9620.28,9628.55,9618.94,9623.47,1171,7203.T
2024-06-03 13:09,9609.51,9616.66,9598.73,9611.29,1000,7203.T
2024-06-03 13:10,9604.92,9620.1,9583.8,9606.98,799,7203.T
2024-06-03 13:11,9590.62,9607.56,9590.62,9604.54,313,7203.T
2024-06-03 13:12,9604.55,9605.3,9603.9,9605.05,598,7203.T
2024-06-03 13:13,9596.18,9613.53,9584.07,9600.68,1124,7203.T
2024-06-03 13:14,9603.19,9617.37,9603.19,9609.95,498,7203.T
2024-06-03 13:15,9590.42,9604.54,9590.42,9595.6,440,7203.T
2024-06-03 13:16,9595.71,9598.12,9595.71,9596.61,914,7203.T
2024-06-03 13:17,9582.17,9582.17,9578.16,9581.72,833,7203.T
2024-06-03 13:18,9587.38,9599.98,9572.64,9592.26,1002,7203.T
2024-06-03 13:19,9590.5,9606.01,9572.52,9592.55,399,7203.T
2024-06-03 13:20,9609.44,9619.86,9599.21,9606.35,904,7203.T
2024-06-03 13:21,9605.81,9611.81,9601.77,9609.18,239,7203.T
2024-06-03 13:22,9605.78,9610.59,9601.73,9603.96,634,7203.T
2024-06-03 13:23,9598.89,9603.64,9593.61,9600.7,552,7203.T
2024-06-03 13:24,9618.31,9643.42,9612.02,9619.07,590,7203.T
2024-06-03 13:25,9648.5,9659.74,9638.86,9645.13,756,7203.T
2024-06-03 13:26,9667.92,9687.58,9667.78,9673.42,1017,7203.T
2024-06-03 13:27,9684.3,9698.19,9669.65,9683.3,1147,7203.T
2024-06-03 13:28,9682.39,9688.62,9668.52,9686.44,371,7203.T
2024-06-03 13:29,9691.14,9698.67,9678.3,9687.96,998,7203.T
2024-06-03 13:30,9684.82,9691.46,9671.6,9689.09,695,7203.T
2024-06-03 13:31,9691.3,9699.51,9677.63,9690.6,798,7203.T
2024-06-03 13:32,9671.02,9677.25,9658.6,9663.07,543,7203.T
2024-06-03 13:33,9666.13,9675.7,9666.12,9667.23,501,7203.T
2024-06-03 13:34,9655.68,9657.31,9641.49,9655.92,258,7203.T
2024-06-03 13:35,9685.67,9695.63,9662.83,9684.05,1095,7203.T
2024-06-03 13:36,9703.79,9714.52,9699.61,9702.39,1197,7203.T
2024-06-03 13:37,9711.79,9723.88,9702.44,9711.75,887,7203.T
2024-06-03 13:38,9718.02,9737.43,9704.39,9720.54,681,7203.T
2024-06-03 13:39,9751.22,9765.11,9746.03,9747.87,736,7203.T
2024-06-03 13:40,9730.57,9749.86,9730.57,9745.98,756,7203.T
2024-06-03 13:41,9737.81,9742.8,9736.83,9737.69,638,7203.T
2024-06-03 13:42,9741.63,9749.28,9724.52,9742.06,562,7203.T
2024-06-03 13:43,9743.54,9756.63,9743.54,9749.2,961,7203.T
2024-06-03 13:44,9770.06,9786.41,9770.06,9774.01,303,7203.T
2024-06-03 13:45,9774.19,9774.19,9759.65,9767.3,935,7203.T
2024-06-03 13:46,9759.55,9765.71,9758.87,9763.78,792,7203.T
2024-06-03 13:47,9736.35,9761.54,9733.92,9744.81,1068,7203.T
2024-06-03 13:48,9792.73,9800.18,9787.0,9796.2,906,7203.T
2024-06-03 13:49,9783.49,9793.56,9781.56,9783.83,439,7203.T
2024-06-03 13:50,9786.62,9788.52,9749.76,9770.07,378,7203.T
2024-06-03 13:51,9799.62,9811.39,9779.53,9797.57,1075,7203.T
2024-06-03 13:52,9786.88,9801.87,9786.88,9796.99,852,7203.T
2024-06-03 13:53,9812.78,9820.33,9793.54,9808.14,1009,7203.T
2024-06-03 13:54,9781.22,9792.51,9779.57,9784.96,593,7203.T
2024-06-03 13:55,9779.39,9780.67,9779.39,9780.6,986,7203.T
2024-06-03 13:56,9792.75,9792.75,9776.37,9783.79,1023,7203.T
2024-06-03 13:57,9760.88,9764.54,9746.95,9755.46,671,7203.T
2024-06-03 13:58,9745.1,9751.46,9741.84,9743.91,385,7203.T
2024-06-03 13:59,9756.24,9764.69,9745.99,9756.13,876,7203.T
2024-06-03 14:00,9736.79,9748.87,9723.51,9742.0,748,7203.T
2024-06-03 14:01,9744.44,9750.43,9743.94,9750.36,1147,7203.T
2024-06-03 14:02,9724.67,9726.32,9699.94,9721.87,1056,7203.T
2024-06-03 14:03,9706.72,9717.18,9700.23,9708.9,734,7203.T
2024-06-03 14:04,9698.0,9710.87,9687.66,9698.9,546,7203.T
2024-06-03 14:05,9717.93,9727.84,9717.93,9726.63,360,7203.T
2024-06-03 14:06,9760.21,9771.76,9750.76,9761.22,997,7203.T
2024-06-03 14:07,9754.92,9760.66,9747.89,9757.3,482,7203.T
2024-06-03 14:08,9755.34,9770.73,9742.95,9759.99,653,7203.T
2024-06-03 14:09,9769.49,9781.16,9765.64,9770.63,649,7203.T
2024-06-03 14:10,9758.17,9760.94,9736.13,9757.39,731,7203.T
2024-06-03 14:11,9753.09,9760.78,9753.09,9755.84,367,7203.T
2024-06-03 14:12,9758.52,9762.73,9755.38,9756.4,411,7203.T
2024-06-03 14:13,9751.1,9756.46,9744.7,9753.8,758,7203.T
2024-06-03 14:14,9725.76,9729.86,9724.17,9728.23,1114,7203.T
2024-06-03 14:15,9704.48,9715.45,9694.85,9707.3,236,7203.T
2024-06-03 14:16,9708.41,9712.84,9697.93,9704.46,326,7203.T
2024-06-03 14:17,9707.36,9716.94,9704.13,9708.65,779,7203.T
2024-06-03 14:18,9689.43,9714.13,9685.43,9697.66,932,7203.T
2024-06-03 14:19,9691.45,9695.24,9673.72,9688.68,1186,7203.T
2024-06-03 14:20,9675.37,9684.72,9665.61,9677.0,262,7203.T
2024-06-03 14:21,9674.79,9685.11,9665.4,9672.43,704,7203.T
2024-06-03 14:22,9674.06,9693.05,9663.91,9672.67,1019,7203.T
2024-06-03 14:23,9700.37,9704.65,9691.51,9695.05,667,7203.T
2024-06-03 14:24,9710.43,9718.91,9702.87,9715.51,411,7203.T
2024-06-03 14:25,9693.23,9704.14,9682.87,9698.07,1040,7203.T
2024-06-03 14:26,9716.61,9723.41,9693.03,9713.02,404,7203.T
2024-06-03 14:27,9701.35,9704.34,9683.63,9700.68,533,7203.T
2024-06-03 14:28,9679.88,9688.64,9667.69,9678.21,677,7203.T
2024-06-03 14:29,9719.18,9719.69,9696.43,9709.21,501,7203.T
2024-06-03 14:30,9692.27,9698.46,9674.43,9692.4,635,7203.T
2024-06-03 14:31,9662.86,9692.65,9662.86,9674.98,366,7203.T
2024-06-03 14:32,9687.75,9694.18,9687.69,9689.31,461,7203.T
2024-06-03 14:33,9694.09,9695.11,9690.17,9692.73,839,7203.T
2024-06-03 14:34,9704.18,9716.85,9702.48,9703.17,298,7203.T
2024-06-03 14:35,9688.27,9688.27,9682.61,9686.92,475,7203.T
2024-06-03 14:36,9693.56,9696.46,9681.21,9691.14,1155,7203.T
2024-06-03 14:37,9683.04,9683.98,9675.54,9680.73,846,7203.T
2024-06-03 14:38,9671.57,9698.61,9671.57,9673.86,1093,7203.T
2024-06-03 14:39,9666.18,9691.38,9666.18,9683.16,1049,7203.T
2024-06-03 14:40,9672.74,9681.03,9669.12,9671.52,286,7203.T
2024-06-03 14:41,9660.11,9663.68,9655.88,9660.11,946,7203.T
2024-06-03 14:42,9673.25,9681.0,9672.05,9680.67,344,7203.T
2024-06-03 14:43,9711.47,9713.2,9702.15,9708.82,589,7203.T
2024-06-03 14:44,9687.91,9698.58,9686.08,9695.55,846,7203.T
2024-06-03 14:45,9702.32,9704.28,9695.29,9700.6,710,7203.T
2024-06-03 14:46,9671.23,9678.59,9667.86,9675.18,544,7203.T
2024-06-03 14:47,9659.33,9666.98,9659.33,9665.36,1119,7203.T
2024-06-03 14:48,9669.15,9679.36,9668.6,9675.47,352,7203.T
2024-06-03 14:49,9643.62,9658.9,9635.28,9645.27,376,7203.T
2024-06-03 14:50,9639.33,9653.63,9631.51,9642.98,1190,7203.T
2024-06-03 14:51,9669.18,9675.22,9664.77,9674.32,870,7203.T
2024-06-03 14:52,9680.36,9690.96,9680.36,9687.04,315,7203.T
2024-06-03 14:53,9675.07,9684.12,9667.89,9678.4,894,7203.T
2024-06-03 14:54,9661.51,9662.93,9651.0,9655.52,262,7203.T
2024-06-03 14:55,9657.32,9661.92,9640.26,9657.98,810,7203.T
2024-06-03 14:56,9652.72,9669.53,9652.72,9657.78,251,7203.T
2024-06-03 14:57,9644.99,9644.99,9636.45,9636.87,714,7203.T
2024-06-03 14:58,9638.78,9660.08,9636.4,9638.54,925,7203.T
2024-06-03 14:59,9652.63,9663.99,9652.63,9654.76,841,7203.T
2024-06-04 09:00,8974.92,8977.48,8964.65,8977.45,628,7203.T
2024-06-04 09:01,8984.0,8998.68,8984.0,8987.58,697,7203.T
2024-06-04 09:02,8998.35,9011.16,8992.54,8999.59,1188,7203.T
2024-06-04 09:03,8991.32,8998.3,8979.9,8985.46,383,7203.T
2024-06-04 09:04,8994.37,9011.2,8994.37,8999.2,383,7203.T
